uuid,name,type,permalink,cb_url,rank,created_at,updated_at,person_uuid,person_name,org_uuid,org_name,started_on,ended_on,is_current,title,job_type
20c048ea-34ac-83bd-27bd-c66a8fa970e8,Jeff Phillips Board Of Director @ Tritium,job,jeff-phillips-3-board-member-tritium--20c048ea,https://www.crunchbase.com/job/jeff-phillips-3-board-member-tritium--20c048ea,,2017-08-01 12:22:48,2018-02-13 01:21:04,e519ca2c-073e-3ea4-6327-3fad2f245565,Jeff Phillips,014f4278-93e6-ff40-2266-632b43910293,Tritium,,,True,Board Of Director,board_member
d58a9029-fd46-3b36-8695-c28d2b4a3ede,"Shawn Pittman Co-Founder, CFO @ TourRadar",job,shawn-pittman-executive-tourradar--d58a9029,https://www.crunchbase.com/job/shawn-pittman-executive-tourradar--d58a9029,,2010-09-17 12:53:54,2018-02-13 01:35:51,22c7531c-af96-6f89-4255-026b95e3a3da,Shawn Pittman,6e63b89e-a87e-3e12-2e00-2139a2db3b28,TourRadar,2010-07-01,,True,"Co-Founder, CFO",executive
83e01f97-95ff-f795-23ea-15b981661309,Jerónimo López CTO @ Otogami,job,jernimo-lpez-executive-otogami--83e01f97,https://www.crunchbase.com/job/jernimo-lpez-executive-otogami--83e01f97,,2013-11-26 08:43:36,2018-02-13 01:28:58,4e72701a-48ed-054b-f58c-cd69dfff042a,Jerónimo López,3cac08e9-4d77-a806-128f-83013df56131,Otogami,,,True,CTO,executive
ec2ec0a9-abd3-5207-d883-b592fe64d555,Nick Stultz Co-Owner @ S.C.N.Technologies,job,nick-stultz-employee-s-c-n-technologies--ec2ec0a9,https://www.crunchbase.com/job/nick-stultz-employee-s-c-n-technologies--ec2ec0a9,,2013-07-23 03:18:45,2018-02-13 01:37:48,a7999339-fc02-923b-22f4-16af401a0394,Nick Stultz,cf8cad25-8081-f6c9-5c8f-a32f9b5b79be,S.C.N.Technologies,,,True,Co-Owner,employee
be2086ab-76c3-431a-99cb-d47077795b9d,Han Rui partner @ Gaorong Capital,job,han-rui-executive-banyan-capital--be2086ab,https://www.crunchbase.com/job/han-rui-executive-banyan-capital--be2086ab,,2018-02-12 09:44:29,2018-02-13 00:07:18,07a13ec7-99c3-411e-ab57-033eef110a8f,Han Rui,c3d41347-7e5a-904e-012c-f7bfe4e7a921,Gaorong Capital,,,True,partner,executive
eb38e9d7-f58c-49e0-8860-75fe15f1d16b,bohan yoon CEO @ d.AntWort Inc,job,bohan-yoon-executive-d-antwort-inc--eb38e9d7,https://www.crunchbase.com/job/bohan-yoon-executive-d-antwort-inc--eb38e9d7,,2018-01-05 06:53:55,2018-02-12 22:29:25,5f5502b4-3e1a-d65a-f35c-e4dbebfdb146,bohan yoon,ace6dadd-cb6c-4a9b-90f2-1ef5542dbde3,d.AntWort Inc,,,True,CEO,executive
918fe54f-802d-5a88-a802-7b577a193a5a,Thomas Thekkethala Co-Founder @ JT Venture Partners,job,thomas-thekkethala-executive-jt-venture-partners--918fe54f,https://www.crunchbase.com/job/thomas-thekkethala-executive-jt-venture-partners--918fe54f,,2014-01-09 12:09:22,2018-02-13 01:30:00,80dff1eb-d4c0-c06f-f148-1725b4bbfc3e,Thomas Thekkethala,a70917db-507e-42a6-b01d-627176dac236,JT Venture Partners,,,True,Co-Founder,executive
541a8b41-f5b6-b794-a8f9-da2aaee64897,Alexander Birkeslund Account Manager @ Blackwood Seven,job,alexander-birkeslund-employee-blackwood-seven--541a8b41,https://www.crunchbase.com/job/alexander-birkeslund-employee-blackwood-seven--541a8b41,,2015-03-24 10:24:39,2018-04-13 10:02:03,5a0eab13-3dd3-d0af-773c-8f549c8bb9ae,Alexander Birkeslund,ed062969-1b6d-897b-c2c3-9c87b35863dd,Blackwood Seven,2015-01-20,,False,Account Manager,employee
e3abd5b6-f564-433b-8639-2cc450814669,Joseph Avila Director of Business Development @ Pioneer,job,joseph-avila-executive-pioneer--e3abd5b6,https://www.crunchbase.com/job/joseph-avila-executive-pioneer--e3abd5b6,,2017-11-03 03:21:18,2018-02-13 00:08:21,aef7dfd3-b8b6-affe-d5a5-87db4beb8740,Joseph Avila,f62b1a04-bad9-40d7-425e-15efed6d5585,Pioneer,,,True,Director of Business Development,executive
f594d351-abc8-84dc-3675-0e2adbd33c58,"Ramon Blanco Duelo Co-founder, CEO and Board Member @ Bewa7er",job,ramon-blanco-executive-bewa7er--f594d351,https://www.crunchbase.com/job/ramon-blanco-executive-bewa7er--f594d351,,2014-10-08 20:02:30,2018-11-29 11:56:23,755d781b-0635-2e33-5662-e36d8206855d,Ramon Blanco Duelo,55561c1b-d8fa-d391-4f8b-3610e8de035d,Bewa7er,2014-06-10,,True,"Co-founder, CEO and Board Member",executive
1a1b5e43-4da5-79b3-4642-d7dfe9bf4c9b,Kunal Kamlani Various Positions @ Citigroup,job,kunal-kamlani-employee-citigroup--1a1b5e43,https://www.crunchbase.com/job/kunal-kamlani-employee-citigroup--1a1b5e43,,2016-04-25 09:07:10,2018-02-13 01:20:24,481a32e0-9910-3596-d648-eb64b0d4162e,Kunal Kamlani,468bef9f-2f50-590e-6e78-62e3adb05aa1,Citigroup,2001-01-01,,False,Various Positions,employee
4c447493-fee8-55af-06f8-7715ef287b88,David J. Malizia Managing Partner @ Westshore Capital Partners,job,david-malizia-executive-westshore-capital-partners--4c447493,https://www.crunchbase.com/job/david-malizia-executive-westshore-capital-partners--4c447493,,2016-07-29 07:53:26,2018-02-13 01:24:37,f240d0d6-2d96-ad83-1eea-c91ee241cef3,David J. Malizia,f809cd74-12a6-3f31-8895-b60b93a382bd,Westshore Capital Partners,2006-06-30,,True,Managing Partner,executive
1ba06cbf-d7bc-3907-5218-7f2673febf19,Mary Jo Nott Product Manager @ TechTarget,job,mary-jo-nott-executive-techtarget--1ba06cbf,https://www.crunchbase.com/job/mary-jo-nott-executive-techtarget--1ba06cbf,,2015-03-18 03:29:43,2018-02-13 01:20:41,c8be74e4-e2df-963b-faf8-0ed5a2211bb9,Mary Jo Nott,cfcad200-dc5e-5a03-af85-4dcbdc0b2094,TechTarget,,,False,Product Manager,executive
3354d7c1-5207-47c0-a3a7-fbf02e4768d4,Bruce Evans Chief Executive Officer @ Lomond Capital,job,bruce-evans-ea04-executive-lomond-capital--3354d7c1,https://www.crunchbase.com/job/bruce-evans-ea04-executive-lomond-capital--3354d7c1,,2018-10-24 18:04:57,2018-10-24 18:04:57,cc77f82b-0ca5-4983-97ab-cdcf3788ea04,Bruce Evans,d95b4154-5b1c-4786-bfb6-a40e42791793,Lomond Capital,2017-02-01,,True,Chief Executive Officer,executive
fd65ef6a-f483-c63f-96f6-a3573e0a6c80,Ashish (Pocha) Sharma FOUNDER @ Codelearn,job,ashish-pocha-sharma-executive-codelearn--fd65ef6a,https://www.crunchbase.com/job/ashish-pocha-sharma-executive-codelearn--fd65ef6a,,2014-05-24 07:26:49,2018-02-13 01:39:17,d7d7fa39-a00f-7394-9ebe-3999c66396b3,Ashish (Pocha) Sharma,b5038aa4-29cb-ed9d-bb34-bc1dc038ed86,Codelearn,2012-06-01,,True,FOUNDER,executive
04bf1fb7-04db-4e58-b61b-b400a6dc0ecc,Ghanshayam Ahuja Managing Partner @ ThinKuvate,job,ghanshayam-ahuja-executive-thinkuvate--04bf1fb7,https://www.crunchbase.com/job/ghanshayam-ahuja-executive-thinkuvate--04bf1fb7,,2018-03-29 07:50:56,2018-03-29 07:50:56,6a6b3fea-aa94-4d3e-9247-12e3b1312a81,Ghanshayam Ahuja,b7ffeac7-b50f-4743-ac49-39226172d68d,ThinKuvate,,,True,Managing Partner,executive
4aa94d0a-6898-4978-2921-cc561cdfd6b6,Mattias Miksche Board member & Investor @ Headweb,job,mattias-miksche-board-member-headweb--4aa94d0a,https://www.crunchbase.com/job/mattias-miksche-board-member-headweb--4aa94d0a,,2013-07-14 02:37:35,2018-02-13 01:24:31,43ceb53c-11b8-cf9d-9bc9-9bb7b7287ffc,Mattias Miksche,9ccd5af4-489b-43be-5290-dc8e37a27574,Headweb,,,True,Board member & Investor,board_member
7adb3518-198d-73fc-e648-1a60aad83b11,"Peter Vogel Peter Vogel (GM, Empyr Publisher Network) @ Empyr",job,peter-vogel-2-employee-empyr--7adb3518,https://www.crunchbase.com/job/peter-vogel-2-employee-empyr--7adb3518,,2017-04-13 22:33:58,2018-02-13 01:28:19,ea9d4730-390f-9592-357e-2924a7ed5aeb,Peter Vogel,83b7110d-9cf0-5cd8-a2e0-6036c3962c18,Empyr,,,True,"Peter Vogel (GM, Empyr Publisher Network)",employee
7bd7823a-5310-d95a-145a-2a5b09ce8562,Shane Reilly Founder & Chief Executive Officer @ Decorati,job,shane-reilly-executive-decorati--7bd7823a,https://www.crunchbase.com/job/shane-reilly-executive-decorati--7bd7823a,,2009-05-25 17:50:49,2018-02-13 01:28:23,493205ab-98c9-5e4f-f207-1d6eb268f75b,Shane Reilly,8ac30615-83ef-354d-5f1d-6d8f8a48f90c,Decorati,2006-06-01,2011-03-01,False,Founder & Chief Executive Officer,executive
648df6ad-b2e2-3fca-e2df-dc45d15cd580,Ian Wishart Manager of Strategic Planning and Manager of Emergency Relief in Australia @ World Vision,job,ian-wishart-executive-world-vision--648df6ad,https://www.crunchbase.com/job/ian-wishart-executive-world-vision--648df6ad,,2015-03-25 05:15:40,2018-02-13 01:26:33,a242b886-92ea-434b-14e7-a479a48afb20,Ian Wishart,12431e1e-4a19-04db-96f2-4dffa7fc918f,World Vision,,,False,Manager of Strategic Planning and Manager of Emergency Relief in Australia,executive
98938638-2e08-796e-17df-41653d68be8f,Larry Forgione National Advisory Board @ James Beard Foundation,job,larry-forgione-advisor-james-beard-foundation--98938638,https://www.crunchbase.com/job/larry-forgione-advisor-james-beard-foundation--98938638,,2015-03-22 05:01:36,2018-02-13 01:30:42,54740720-d097-b857-846a-01550be0b436,Larry Forgione,b888abb2-ac1d-6a91-9259-6fe1a6368788,James Beard Foundation,,,True,National Advisory Board,advisor
52191377-ba8e-bfaa-3ed8-9ac850049421,Zach Silverzweig Co-Founder @ CipherHealth,job,zach-silverzweig-executive-cipherhealth--52191377,https://www.crunchbase.com/job/zach-silverzweig-executive-cipherhealth--52191377,,2011-08-23 13:26:39,2018-07-16 09:47:09,73b53c8f-3368-e9fa-5100-003bef4b564b,Zach Silverzweig,0b774407-60a7-873f-519d-e2b9ec86f9d3,CipherHealth,2011-05-01,,True,Co-Founder,executive
d8928afb-75d2-bdbe-485c-4a5d74307340,Eugene Ma Consultant - Advanced Technology Group @ Accenture,job,eugene-ma-employee-accenture--d8928afb,https://www.crunchbase.com/job/eugene-ma-employee-accenture--d8928afb,,2014-03-11 10:00:14,2018-02-13 01:36:05,c672a446-0718-2325-2d46-19467fd4bbc3,Eugene Ma,0d5171b3-68b3-37c3-cb50-8cd8ccb8930b,Accenture,,,False,Consultant - Advanced Technology Group,employee
3e49c655-3794-2e8f-0303-20b5db9e5c36,Idalia Farrajota Senior Vice President—Merchandising @ Michaels Stores,job,idalia-farrajota-employee-michaels-stores--3e49c655,https://www.crunchbase.com/job/idalia-farrajota-employee-michaels-stores--3e49c655,,2016-07-11 11:44:59,2018-02-13 01:23:26,6250c320-4b38-66c5-0b64-1de2ab05f445,Idalia Farrajota,e9791f61-e16f-2a5d-c05c-57f2ab6d98cf,Michaels Stores,,,True,Senior Vice President—Merchandising,employee
37b67f0e-c08a-a05e-5bed-56cacdb19904,Simon Nahnybida Product Manager @ IDT Corporation,job,simon-nahnybida-executive-idt-corporation--37b67f0e,https://www.crunchbase.com/job/simon-nahnybida-executive-idt-corporation--37b67f0e,,2013-06-12 04:16:56,2018-02-13 01:22:57,f7d0eaed-389b-a31a-141d-50d260665e57,Simon Nahnybida,443c8193-7437-b5b1-4bf7-b61d38679a0d,IDT Corporation,2009-01-01,2011-01-01,False,Product Manager,executive
1b8a01b3-d197-4c32-86c7-13ac9134e3d5,Robert Feeney Founder and Chief Executive Officer @ MedVantx Inc.,job,robert-feeney-executive-medvantx-inc--1b8a01b3,https://www.crunchbase.com/job/robert-feeney-executive-medvantx-inc--1b8a01b3,,2018-06-29 06:00:58,2018-06-29 06:00:58,6f93a15b-12c1-4187-bd3a-0e0549147006,Robert Feeney,f60de1de-95e9-cc92-18cc-75164d24ea87,MedVantx Inc.,,,True,Founder and Chief Executive Officer,executive
e9fa2e62-1213-0e36-eb35-f48c67c43b00,Basile Bedelek Senior Partner @ PiggyBee,job,basille-bedelek-executive-piggybee--e9fa2e62,https://www.crunchbase.com/job/basille-bedelek-executive-piggybee--e9fa2e62,,2017-08-26 14:36:37,2019-02-08 21:43:40,9cbb081a-c1c9-14b6-057b-1655866d01c2,Basile Bedelek,2eb4364e-02e3-5dbf-121d-e1b94f72862c,PiggyBee,2017-05-01,,True,Senior Partner,executive
5ae37dce-c056-934c-5fab-5d7c0e743dfa,Roland Berger Founder & CEO @ Roland Berger,job,roland-berger-executive-roland-berger-strategy-consultants--5ae37dce,https://www.crunchbase.com/job/roland-berger-executive-roland-berger-strategy-consultants--5ae37dce,,2016-06-24 10:37:13,2018-02-13 01:25:40,06543043-5b17-4f85-8e8f-d829be9f70f1,Roland Berger,764df2d7-79e2-c597-50c7-a1ef36e6ea61,Roland Berger,1967-01-01,2003-01-01,False,Founder & CEO,executive
b60a1d0d-a97a-4ea2-80ad-e3a6bf7b83b1,Stefan Svahn Founder @ Wan Living,job,stefan-svahn-executive-wan-living--b60a1d0d,https://www.crunchbase.com/job/stefan-svahn-executive-wan-living--b60a1d0d,,2019-03-28 11:09:33,2019-03-28 11:09:33,32821bb3-00fe-45db-8fdc-356e9a1ab943,Stefan Svahn,44bbba73-807b-4373-a603-d9b5bff9c810,Wan Living,,,True,Founder,executive
4d4e0847-fa5f-45bd-92de-436b9cd58f04,Kristina Omari VP Corporate Development @ Fitbit,job,kristina-omari-executive-fitbit--4d4e0847,https://www.crunchbase.com/job/kristina-omari-executive-fitbit--4d4e0847,,2017-12-07 18:03:35,2018-02-12 22:46:51,41ebb010-3632-232f-8f2d-3948db5c2432,Kristina Omari,248f4214-eedd-0432-0807-8c186ccca30f,Fitbit,2015-01-01,,True,VP Corporate Development,executive
d7319bbc-ef02-56b3-599f-742c4ca1be82,Ryan Speir Advisor @ InnovatioNews,job,ryan-speir-2-advisor-innovationews--d7319bbc,https://www.crunchbase.com/job/ryan-speir-2-advisor-innovationews--d7319bbc,,2014-10-20 07:12:55,2018-02-13 01:35:59,4e3baa4e-f659-931c-21ca-04b508c77b43,Ryan Speir,c4139bf2-a499-7989-7cb8-4b94f8db7c07,InnovatioNews,,,True,Advisor,advisor
1c706e68-5c64-780e-778f-e5a50ed9927c,Roger Fahy Vice President @ S&P Capital IQ,job,roger-fahy-executive-capital-iq--1c706e68,https://www.crunchbase.com/job/roger-fahy-executive-capital-iq--1c706e68,,2017-05-19 10:54:34,2018-02-13 01:20:45,5533aeae-dab1-90fd-8fe2-f7746cb37b7c,Roger Fahy,a6d1bee1-db2e-48e4-ac4c-48ec6b5c6ef5,S&P Capital IQ,,,True,Vice President,executive
51ab0611-a90c-fd9c-436d-1267facfdefd,Michael Mitchell Program Operations @ Tire Rack Street Survival,job,michael-mitchell-employee-tire-rack-street-survival--51ab0611,https://www.crunchbase.com/job/michael-mitchell-employee-tire-rack-street-survival--51ab0611,,2011-12-02 21:25:51,2018-02-13 01:25:01,fd752761-4458-05ea-8e9e-e825c2b60af4,Michael Mitchell,c26c9581-228b-e9ba-173e-bafc75086be5,Tire Rack Street Survival,,,True,Program Operations,employee
7f4587b7-387f-d6ab-7d1c-15b46c44551f,Frances Karamouzis VP Distinguished Analyst @ Gartner,job,frances-karamouzis-executive-gartner--7f4587b7,https://www.crunchbase.com/job/frances-karamouzis-executive-gartner--7f4587b7,,2017-02-17 03:40:24,2018-02-13 01:28:38,4d11a979-8aa9-32e1-9254-78a71f8c5161,Frances Karamouzis,b3bac9d0-5439-2608-1606-70e9a2d8f22d,Gartner,,,True,VP Distinguished Analyst,executive
78b76cb1-50cc-8f75-4664-a1bcafc8c73d,Neal Harmon Proselyting Missionary @ The Church of Jesus Christ of Latter-day Saints,job,neal-harmon-employee-the-church-of-jesus-christ-of-latter-day-saints--78b76cb1,https://www.crunchbase.com/job/neal-harmon-employee-the-church-of-jesus-christ-of-latter-day-saints--78b76cb1,,2013-05-31 21:04:39,2018-02-13 01:28:01,281ee631-9b6c-2081-24ef-7880f332995d,Neal Harmon,7c646b87-d5bd-a715-95be-5d76282937e3,The Church of Jesus Christ of Latter-day Saints,1997-01-01,1999-01-01,False,Proselyting Missionary,employee
9c6fad6f-8868-65b5-72a5-6b8f250add3b,Jack Swartz Co - Founder @ International Power,job,jack-swartz-employee-international-power--9c6fad6f,https://www.crunchbase.com/job/jack-swartz-employee-international-power--9c6fad6f,,2013-08-27 05:02:23,2018-02-13 01:31:00,5b6e0a82-8a75-9076-d3d5-76c548c6a267,Jack Swartz,3b01d0a0-fd49-db16-32f9-ba273167998b,International Power,1985-04-01,2002-01-01,False,Co - Founder,employee
16a44bd4-aed6-1a3b-30e2-8d7e7f253062,Robin Li Senior Consultant @ IDD Information Services,job,robin-li-employee-idd-information-services--16a44bd4,https://www.crunchbase.com/job/robin-li-employee-idd-information-services--16a44bd4,,2015-01-28 14:52:30,2018-02-13 01:20:08,88592d9c-d16f-2845-61f6-30a63c3ba3cf,Robin Li,77d22d48-f953-4eb6-5444-3acaa9519c87,IDD Information Services,1994-05-01,1997-06-01,False,Senior Consultant,employee
2d01af29-2b0b-dac0-6562-9138500c0861,Sandra Chesnutt VP Marketing @ FTRANS,job,sandra-chesnutt-executive-ftrans--2d01af29,https://www.crunchbase.com/job/sandra-chesnutt-executive-ftrans--2d01af29,,2015-02-17 00:01:50,2018-02-13 01:21:59,153bf559-b18a-3598-1efd-7eb9b1ebf317,Sandra Chesnutt,a81c1b32-fa88-4831-b5d0-5c3e02d93bc8,FTRANS,2008-12-15,2011-06-01,False,VP Marketing,executive
23c6368e-8c63-93db-b83d-9adeb2ac53c6,Catherine Dupéré Principal @ Isomer Capital,job,catherine-dupr-executive-isomer-capital--23c6368e,https://www.crunchbase.com/job/catherine-dupr-executive-isomer-capital--23c6368e,,2016-07-08 05:36:11,2018-02-13 01:21:18,1851a0e7-33c7-9d69-a5ba-095d680546e6,Catherine Dupéré,3bc73158-900e-1808-a081-147ebdd76ebd,Isomer Capital,2016-07-07,,True,Principal,executive
b3ceb712-c823-599a-06f6-eccd18c358c7,"Michael J. Callahan Executive Vice President, General Counsel and Secretary @ Yahoo",job,michael-j-callahan-employee-yahoo--b3ceb712,https://www.crunchbase.com/job/michael-j-callahan-employee-yahoo--b3ceb712,,2009-04-08 20:46:09,2018-02-13 01:33:01,373fc897-82ac-0aca-2cd8-35127bdfd9b9,Michael J. Callahan,71d51015-1800-ed61-8bc3-8dca49caec15,Yahoo,1999-12-01,2012-07-01,False,"Executive Vice President, General Counsel and Secretary",employee
75ae27ff-4a68-4d2f-856d-d33ffd91bed4,Tom Resh Test Engineering Technician @ Northrop Grumman - Electro-Optical Systems (EOS) business,job,tom-resh-employee-northrop-grumman-electro-optical-systems-eos-business--75ae27ff,https://www.crunchbase.com/job/tom-resh-employee-northrop-grumman-electro-optical-systems-eos-business--75ae27ff,,2018-01-17 02:03:54,2018-02-12 22:12:26,e3912abe-de7c-6ca7-caeb-e104c049f620,Tom Resh,08ea557f-6519-34b4-0079-f8a4f9184a1c,Northrop Grumman - Electro-Optical Systems (EOS) business,2005-08-01,2011-10-01,False,Test Engineering Technician,employee
e5b11d3c-3c25-9d5c-a411-f8294cfe83d3,Gary Mendel Senior Director @ Taxi Magic,job,gary-mendel-employee-taxi-magic--e5b11d3c,https://www.crunchbase.com/job/gary-mendel-employee-taxi-magic--e5b11d3c,,2013-04-08 16:20:47,2018-02-13 01:37:18,c242d8e3-acb6-d694-b5b7-579d45c672bf,Gary Mendel,1d92e5dc-c578-63c5-a19f-e82dc49e86e2,Taxi Magic,2011-05-01,2013-01-01,False,Senior Director,employee
0ef6e120-c2bb-47b1-a02f-c029aeff22ac,Leanne Cushing Hardware Design Engineer @ Smart Vision Labs,job,leanne-cushing-employee-smart-vision-labs--0ef6e120,https://www.crunchbase.com/job/leanne-cushing-employee-smart-vision-labs--0ef6e120,,2019-03-28 20:58:42,2019-03-28 20:58:42,941be0f4-190c-4f24-8455-26ca3e2172cc,Leanne Cushing,9d525ed0-122d-3760-15a4-bc664cc60919,Smart Vision Labs,2015-08-04,2016-04-11,False,Hardware Design Engineer,employee
07157ba8-b07b-d55c-ba07-76837ac137b5,Howard Barker Board of Director @ Booking Holdings,job,howard-barker-board-member-the-priceline-group--07157ba8,https://www.crunchbase.com/job/howard-barker-board-member-the-priceline-group--07157ba8,,2016-04-25 11:22:30,2018-02-13 01:19:01,b645ea52-f941-996e-1463-9e92b1498bc0,Howard Barker,935f01aa-9de7-9683-827a-c8eac0f9af2d,Booking Holdings,,,True,Board of Director,board_member
651dcc12-9ea1-49ee-aa67-c5e09ee3cfb3,Kathy Kaufhold-Phillips CEO @ Primitives by Kathy,job,kathy-kaufhold-phillips-executive-primitives-by-kathy--651dcc12,https://www.crunchbase.com/job/kathy-kaufhold-phillips-executive-primitives-by-kathy--651dcc12,,2018-09-14 18:54:13,2018-09-14 18:54:13,5e59e862-409d-4c0f-aa65-a998a49f4126,Kathy Kaufhold-Phillips,ee44d6ef-31bf-4a2c-9ae8-fbc8c1d2f2f9,Primitives by Kathy,,,True,CEO,executive
faf41dfc-5748-44bf-b3a0-df12ef5ea13a,Christal Wang Content Developer @ Google,job,christal-wang-employee-google--faf41dfc,https://www.crunchbase.com/job/christal-wang-employee-google--faf41dfc,,2019-03-06 23:04:31,2019-03-06 23:04:31,ad204ea3-e29d-48d4-bbf9-635233119ac8,Christal Wang,6acfa7da-1dbd-936e-d985-cf07a1b27711,Google,,,True,Content Developer,employee
0fc6bd95-8ca6-9e13-b6ab-e58073b61ca5,Anish Kumar Director of Technology @ STAT Search Analytics,job,anish-kumar-2-executive-stat-search-analytics--0fc6bd95,https://www.crunchbase.com/job/anish-kumar-2-executive-stat-search-analytics--0fc6bd95,,2016-11-15 20:13:59,2018-02-13 01:19:39,ce0824fc-3b2c-b7db-9eeb-234386ca8758,Anish Kumar,a284814e-7b5f-0f7f-3747-0ac0c305cfaa,STAT Search Analytics,2011-01-01,,True,Director of Technology,executive
8b375c2a-d682-fa98-e0ca-85bdc3716e1c,Kolja Bailly Founder & CEO @ SOTA SOLUTIONS GmbH,job,kolja-bailly-employee-sota-solutions-gmbh-2--8b375c2a,https://www.crunchbase.com/job/kolja-bailly-employee-sota-solutions-gmbh-2--8b375c2a,,2015-07-06 13:08:32,2018-02-13 01:29:31,1bdfe6d3-16ad-f3fa-c87e-9e70618b7119,Kolja Bailly,754490bd-4c3a-749e-a3e5-f06adce43053,SOTA SOLUTIONS GmbH,2010-01-01,,True,Founder & CEO,employee
feae65cf-64b6-b044-5404-d48484b9322a,Paul G. Kaminski Director @ CoVant,job,paul-g-kaminski-executive-covant--feae65cf,https://www.crunchbase.com/job/paul-g-kaminski-executive-covant--feae65cf,,2013-11-21 08:16:42,2018-02-13 01:39:23,4be25c1b-b624-5aa8-60b4-506ea96c2134,Paul G. Kaminski,117a66cc-956a-9d44-9fb2-4a770c77c6d3,CoVant,,,False,Director,executive
1c2f4d76-ca69-588d-b2ab-c4bf5d336d58,John Warnken-Brill Assistant @ Safiya Ferguson,job,john-warnken-brill-employee-safiya-ferguson--1c2f4d76,https://www.crunchbase.com/job/john-warnken-brill-employee-safiya-ferguson--1c2f4d76,,2013-05-08 12:43:38,2018-02-13 01:20:44,f6626567-83f8-06ab-d395-d3e1085dee8b,John Warnken-Brill,883baa1c-916e-2275-d441-d5358ab423ec,Safiya Ferguson,,,True,Assistant,employee
